id,age,gender,country,multilingual,aut.originality.1,aut.originality.2,aut.originality,dat,problems.questions.1,problems.questions.2,problems.questions,problems.cra,problems.combined,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10
R_3q9iFrV45Md5UUc,55,Male,Australia,FALSE,0,1,0.5,73.2789370275679,1,1,0,2,2,Wood,Metal,Fire,Trees,Sex,Computer ,Plane,Desert,Moon,Fish
R_332SHmdaxqIw318,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1,1.5,1.25,86.7203218729368,1,1,1,1,2,foot,wind,radio,teacup,magpie,piano,carpet,refrigerator,cloud,kitten
R_018IS84O8SYhClX,55,Female,Australia,FALSE,2.5,2.5,2.5,81.9044159015729,1,1,1,1,2,rainbow,ruler,hole,radio,flower,carbon,beauty,wheel,fish,train
R_DIX8z4TPWAbhNoB,55,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,0,0,0,76.2952372431755,0,0,0,2,2,Ski,Shell,Bread,Trousers,Stone,Dog,Rain,Television,Brain,House
R_A5JwFRH1kPuxfxL,55,Female,Australia,FALSE,0,0,0,75.4166699945927,NA,NA,NA,1,NA,dog,cat,vase,umbrella,rock,cloud,apple,crown,car,ruler
R_Og8HwJx87cHXoZz,35,Male,Australia,TRUE,1.5,1.5,1.5,78.146019817463,2,1,1,1,2,Mountain,Bicycle,water,Gold,Lathe,Dog,Window,Calendar,Paper,Suitcase
R_ThdGc2iQWXc7ja1,55,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,0,0,0,84.4621956082327,0,0,0,1,1,Porridge,Kilt,Mountain,Foot,Aeroplane,Toadstool,Toaster,Gun,Rose,Slingshot
R_2xK5EBRR93nXMNW,35,Female,Australia,FALSE,2.5,2.5,2.5,72.2950633083071,1,1,1,1,2,sun,table,time,colour,cat,love,Science,saw,catapult,row
R_2xz4I6TdjRynOrH,35,Female,Australia,FALSE,0,0.5,0.25,84.3601743735018,0,0,0,2,2,Spoon,Withdrawn,Dog,Coward,Sunset,Blanket,Mucus,Peas,Movie,Bike
R_2saKPap5ilJ7sL6,35,Male,Australia,FALSE,2.5,2.5,2.5,77.5886431691192,2,2,2,1,3,paper,rock,scissors,car,light,phone,band,rope,fork,bag
R_xm9wTtHFus6ry3n,35,Female,Australia,FALSE,0,0,0,78.6690202142511,2,2,2,2,4,Fireplace ,Pumpkin ,Rope,Bicycle ,Tarantula ,Cupboard ,Garden gnome ,Cricket bat,Knife,Bottle
R_22rcmc22cm0kuzs,35,Female,Australia,TRUE,1,1,1,79.0642272647736,2,2,2,1,3,Dog,Produce,Sky,Illumination,Dance,Hill,Birthday card,Opera,Escalator,Tumor
R_2aKtx8TZloshTXJ,26,Female,Australia,FALSE,0,1,0.5,76.177262266477,1,2,1,2,3,dog,skin,acid,box,button,planet,wallet,volcano,blood clot,atom
R_21n8WlXBI6yTC0V,35,Female,Australia,FALSE,1.5,1.5,1.5,80.2998320066503,0,0,0,1,1,snow,concrete,splash,fibre, sunset,seagull,church,lead,number,secret
R_UJzHsaMOnexoxiN,18,Female,Australia,FALSE,2.5,3,2.75,85.9103509978879,2,2,2,0,2,Car,Bonsai,Computer,Supermarket,Surgery,Modem,Blanket,Curry,Scythe ,Hut
R_yPYbPfB0SFDpjcB,18,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,1,1,1,90.1029062457383,1,1,1,1,2,Sky,Toast,Workbook,Torch,Poster,Meerkat,Atom,Scarf,Emotion,Friend
R_1EcBQORxrgFkpMM,18,Female,Australia,TRUE,0,0,0,81.9311207692538,1,1,1,2,3,brick,goose,ice,humidity,sun,daughter,honesty,continent,granite,eucalypt
R_3lJLSfK0XpV3VJ6,7,Male,Australia,FALSE,1.5,1.5,1.5,78.5870906142961,1,1,1,1,2,rock,time,container,rose,dog,iron(metal),cupboard,fireplace,sneakers,doorknob
R_Wugrl4dFaQ7DAJP,26,Male,Australia,FALSE,2,3,2.5,78.4867411390657,1,2,1,1,2,River,Desert,Dessert,Tyres,Fire,Helicopter,Courthouse,Bakery,Home,Forest
R_1g6piC9jlGyeuTM,9,Male,Australia,TRUE,1.5,1.5,1.5,76.2846172210716,2,2,2,1,3,bike ,chocolate ,aeroplane,time ,money ,burgar,dog,doughnut,future,chicken
R_3P5nb5Q4UdFjEID,35,Male,Australia,TRUE,0,0.5,0.25,79.3333207744928,1,1,1,1,2,Wolf,Glass,Battery,Tyre,Shell,Drum,Chair,Lighter,Book,Pillow
R_10GJG0gYqLOzbve,35,Female,Australia,FALSE,1.5,1.5,1.5,76.5378549695015,1,1,1,1,2,pig,gate,grass,rock,pen,watch,bottle,nail,stapler,paper
R_a62bvdVmzimMMlH,35,Male,Australia,FALSE,1.5,1.5,1.5,79.3919469629015,NA,NA,NA,2,NA,cup,lion, window, fog ,ship, planet,hanger, eye,clock, file
R_2zGASFx44Ndrgnt,26,Female,Australia,FALSE,0,0.5,0.25,78.7661221765336,1,1,1,1,2,Cup,Broom,Head,Ball baring ,Rain,Microphone ,Planet,Dress,Pen,Orchard 
R_78uO2cffSGoPPVv,55,Female,Australia,FALSE,0.5,0,0.25,82.4119812675885,1,1,1,2,3,book,bike,shovel,clip,tennis raquet,cup,piano,calculator,moon,flower
R_21uimYiw7LMdxQq,70,Male,Australia,FALSE,0.5,1,0.75,80.4578269521395,2,2,2,0,2,rat,table,milk,socket,number,jelly,car,noodle,mountain,carpet
R_2YJKcrvI16bnxro,35,Female,Australia,FALSE,1.5,1.5,1.5,77.1727179487546,1,1,1,1,2,Arrow,Bell,Ouch,Feeling,Proper,Ant,Boy,Hum,Gang,Baked 
R_1jdYfq69A8MjZ1x,35,Male,Australia,FALSE,0.5,0.5,0.5,80.5700125084037,0,1,0,2,2,cup,ship,grass,kite,cat,marathon,tower,peel,medicine,pen
R_1prJvzcfJIzfc0z,35,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,0,0,0,84.1197410797966,2,2,2,2,4,tank,pencil,jumper,walkway,parrot,screwdriver,cough,bedspread,love,tension
R_1lobIaGEanGJNnt,70,Female,Australia,FALSE,1,1,1,75.6022654473782,0,0,0,2,2,Rabit,Bolt,silverbeet,computer,wall,Orange,Toe,Car,Moon,Fish
R_3R8SrNd8bCIAVhB,55,Female,Australia,FALSE,3,3,3,82.9005600973254,1,1,1,0,1,Vomit ,Tomato,Ashtray,Vehicle,Toast,Barrier,Blanket,Sausage,Expedition ,Dust
R_3Pw7EtF4TnCcmG0,35,Female,Australia,TRUE,1,0,0.5,79.8593828388091,1,1,1,0,1,Cat,Brick,Ladle,Water,Soap,Car,School,Football,Country,Iceberg
R_2xEvnHsSLS2yGSc,55,Male,Australia,FALSE,0,0,0,76.5218472196942,2,2,2,1,3,egg,roof,tyre,beer,mirror,tree,tractor,pencil,sock,ocean
R_2QPWjw27BFk0M5a,13,Male,New Zealand,TRUE,1,1.5,1.25,80.1818622076618,2,2,2,0,2,people,animals,rope,fish,lollipop,mat,crowbar,limousine ,crepe,cane
R_vi6rpqiiUWTSJSp,35,Female,South Africa,FALSE,0.5,0,0.25,75.950070115782,2,2,2,0,2,Dog,Bicycle,Telephone ,Tree,Desk,Circus,Restaurant ,Ship,Lawn mower,Chair
R_svbHihGLSvlFu37,70,Male,New Zealand,FALSE,1.5,0,0.75,86.6295960950776,2,2,2,1,3,person,country,lava,hoof,pistil,bike,shark,white,terror,building
R_2PmVnWOSQUh1zSE,35,Male,Australia,FALSE,3,3,3,81.1213193824404,1,1,1,0,1,Car,toilet,atom,whale,Cosmos,Thought,Regret,Nothing,Vanilla,Number
R_1QlOhfQAqGfxqFo,26,Female,United States of America,FALSE,0.5,0,0.25,86.2903750368527,0,0,0,1,1,phone,paper clip,mug,elephant,mango,shoe,hospital,hockey,elbow,logo
R_25XBi3q93Iuacus,55,Female,Australia,FALSE,0,0,0,74.2378246926126,0,0,0,1,1,Paper,Dog,Happy,Park,Truck,Bread,Dress,Banana,Floor,Tree
R_8cTe5B2hibiWtB7,35,Female,Australia,FALSE,0,0,0,80.5058109463148,1,1,1,2,3,Table,Grass,Pen,Lolly,Shoe,Iron,Tv,Car,Cloud,House
R_2xV7MZUAYrzCkX1,26,Male,Australia,FALSE,0,0.5,0.25,66.9710587887537,1,1,1,0,1,Rock,Water,Air,Fire,Life,Death,Growth,Computer,Energy,Cold
R_es7f0lBINiPrv2h,55,Male,Australia,FALSE,2,1,1.5,73.9838872991857,1,1,1,1,2,Ball,Caravan ,Pillow ,Cat,Dressed,Walk,Air,Smell,Backyard ,Holiday 
R_ZeHpn94Hh9tqk5X,70,Male,Netherlands,TRUE,1.5,1.5,1.5,62.672364286014,0,0,0,1,1,Apple,Rock,Tree,Sand,Grass,Fence,Brick,Pole,Football,Rubbish bin
R_3F3xrLZkw1DbDrl,35,Female,Australia,FALSE,1.5,1.5,1.5,79.4628907172453,2,2,2,1,3,book,dog,cloud,hair,tomato,rock,car,telephone,person,paper
R_1eLV1708GviwoYE,65,Female,South Africa,TRUE,0,0,0,80.376747485605,1,1,1,0,1,rain,depression,salivate,fly,dogs,walking,ball point pen,tour,hairstyle,coffee
R_3peThUEpI1cdvCd,55,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,0,0,0,75.5648273797262,1,1,1,0,1,Name,Diary,Dog,Number,Street,Shoe,Book,Plane,House,Car
R_3Hzcbw7a87iGUR0,35,Female,Australia,FALSE,0,0,0,79.6543904358432,1,1,1,1,2,bird,telephone,knife,hat,river,train,sewer,newsagency,pencil,cigar
R_3dWiks8rJyzH6QX,55,Male,Australia,FALSE,1.5,0,0.75,71.2189870221274,2,2,2,2,4,sport,art,love,mother,alcohol,food,exercise,films,plumbing,vehicle
R_vTc3ejMtVIQdwUV,55,Female,Australia,FALSE,1.5,1,1.25,83.0214356693129,0,0,0,0,0,friends,apples,dogs,lorikeets,bees,lawnmowers,ladder,carpet,cannabis,chocolate
R_2VduwlyHlZkxXxq,35,Male,Australia,FALSE,3,1.5,2.25,79.0356522869496,1,1,1,0,1,shoe,screwdriver,torch,tree,oxygen,moon,concrete,forest,cigarette,credit card
R_x9mDhHhAD2D9O81,70,Female,Hungary,TRUE,0,0.5,0.25,78.1208502306115,0,0,0,2,2,word,summer,music,book,cloud,sand,asphalt,tree,painting,sailboat
R_1d53qIqQ8uH3Bbt,55,Male,Australia,FALSE,1,1,1,75.937235532772,2,2,2,1,3,Bird,Car,Cloud ,Sun,Planet,Atom,Meter,Coil ,String,Sign
R_cCsTIZzDNrnAhqx,65,Female,Australia,FALSE,0,0,0,71.3870922014827,0,0,0,0,0,bricks,balloons,candles,cactus,fruit,steak,beads,icycles,boxes,berets
R_2OOMZPXKhMF4OZm,70,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,1,0,0.5,78.7061728182293,2,2,2,1,3,People,Paper,Shoes,Son,Bicycle,Shovel,Grass,Bed,Computer,Cat
R_1GJiPelBzxtvKyC,55,Female,Australia,FALSE,2,1,1.5,78.7688853130454,2,1,1,1,2,Garden,Stars,Shoes,Hairclips,Butter,Dog,Car,Elderly man,Church,Warranty
R_1eRfVrsEifJNT2b,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,0,0,0,88.9671449349927,1,1,1,0,1,Tree,Handbag,Automobile,Hammer,Book,Dishcloth,Verandah,Table,Fireplace,Star
R_3j0vYNhTfm5Y8zA,35,Male,Australia,TRUE,1,1,1,86.5897129112411,1,1,1,1,2,spade,lighbulb,pencil,mobilephone,glasses,computer mouse,headphones,watch band,tree,salt shaker
R_1KcHChLZLyldVI1,70,Male,Australia,FALSE,1.5,0,0.75,65.5671332563673,1,1,1,1,2,Human,Rock,Tree,Sky,Water,Iron ore,Wind,Fire,Paper,Bitumen
R_2cuus42xtClEa6A,35,Male,Australia,FALSE,0,1,0.5,86.8305348103777,1,1,1,0,1,leg,heaven,cloud,scrub,pallet,graphite,taught,synthesiser ,spell,collage
R_1GZbXftPz7IdwiY,70,Male,Australia,FALSE,0,0,0,78.6091318620103,2,2,2,1,3,Water,Brick,Tree,Pie,Surfboard,Computer,Love,Son,Climate,Architect
R_3Kq01AZEzeaIgjW,55,Female,Australia,TRUE,0,1,0.5,72.1485865967614,0,0,0,0,0,Hat,Banana,Kind,Medical,Drink,Walk,Beach,Read,Green,Street
R_2TAvroaNmOsrGoH,13,Male,Iraq,TRUE,0,0,0,78.5071915459065,1,1,1,1,2,laptop,car,song,fart,shoe,tshirt,word,book,paper ,table
R_1DpQnvpi68l68sL,9,Male,Brazil,TRUE,0,0,0,71.5967408957936,0,1,0,0,0,Laptop,Car,Phone,T-shirt,Case,table ,Paper,Mouse ,Seat,Television
R_2nx7dKeFo6EZUlj,35,Female,Australia,FALSE,0,0,0,63.3546280009406,2,2,2,1,3,black,white,love,hate,day,night,sorrow,chocolate,wine,kayak
R_DCWoE82aRFSYgTL,70,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,0,0,0,77.2904931434563,2,2,2,1,3,whale,planet,windmill,goose,snow,star,galaxy,helicopter,hair,furrow
R_pbD6wMlmWFvi5Hz,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,0,0,0,64.1167361821447,2,2,2,0,2,Mountains,desert,Sea,plants,insects,food,floods,stars,body,air
R_1f1vgvoEvtupjVa,65,Male,Australia,FALSE,1.5,1,1.25,78.2027638295577,2,2,2,0,2,bird,ruler,glasses,picture,curtain,plant,car,house,lamp,rock
R_1FJoCodV0lWXCgH,55,Female,Australia,FALSE,1.5,1.5,1.5,71.06886527368,0,0,0,1,1,fish,coal,dirt,snow,bucket,soap,mat,cactus,art,grass
R_2ZHVHnCgJexlbXv,55,Male,Australia,FALSE,2,1,1.5,72.8208885306404,1,1,1,0,1,tree,dog,cloud,car,man,rock,computer,table,brain,wind
R_VVGpBF8MmOXtU1X,13,Female,Malaysia,TRUE,1.5,0.5,1,72.8800229373432,1,1,1,2,3,book,paper,pen,animals,school,park,car,phone,country,ball
R_3rZknf2Gl8eqNWH,65,Female,Australia,FALSE,1,0,0.5,74.685159041768,1,1,1,0,1,fridge,cactus,dog,sky,rock,noise,water,floor,paper,textile
R_3mh2xhZ9bq5LJ9m,13,Female,Australia,FALSE,0.5,0,0.25,74.0324437618256,2,1,1,1,2,flower ,house ,table ,phone ,water ,bridge ,friend,bottle ,dirt ,blutooth 
R_2rYC1Iz3oMahQpn,55,Female,Australia,FALSE,2,1.5,1.75,88.9388039708138,2,2,2,2,4,train,teardrop,psoriasis,frame,game,hallway,hiccup,philospohy,marble,leaf
R_1GNcA8u16oRrbdD,55,Male,Australia,FALSE,3,1.5,2.25,78.7909842318013,1,1,1,1,2,Tent,Drawing charcoal,Phone,Car,Pillow,Surf,Beer,Binoculars,Shoes,Lift
R_21gErEjZspEMlci,18,Female,Australia,FALSE,1.5,0,0.75,76.3530531454654,0,1,0,1,1,yesterday,traffic,moon,hungry,desert,fish,bucket,knowledge,toenail,memory
R_1GJF1IT20JF4ztH,65,Female,Canada,FALSE,1.5,1,1.25,79.4592937188489,2,2,2,2,4,Buckle,Car,Sandwich,Ears,Grass,Cloud,Paint,Button,Chocolate bar,Bug
R_e5QSjdbQ2V6TAMF,55,Female,Australia,TRUE,0,0.5,0.25,79.1975635680414,1,0,0,2,2,eye,tree,star,proton,oxygen,house,corpse,bacteria,art,sperm
R_UEEUwKwg3hCIYfL,9,Female,Australia,FALSE,0.5,0.5,0.5,75.8033981635457,0,0,0,1,1,tissue,timber,plastic,glass,pasta,blanket,cloud,leaf,metal,magnet
R_tJMlgZtXbAC9XUd,70,Female,Belgium,TRUE,0,0.5,0.25,83.2587206070977,0,0,0,0,0,Nightie,paint,sweets,doorbell,carpet,pencils,trees,clouds,apple,telephone
R_2SoVu6oh18npm0V,55,Female,Australia,TRUE,0,0.5,0.25,76.467246171974,1,1,1,2,3,Sand,Steel,Bank,Sky,Crab,Whip,Sheet,Bell,Toe,Stapler
R_3EM4W6AFbrNIJMK,55,Female,Australia,FALSE,1,0,0.5,65.4228262071099,1,1,1,1,2,Plant,Leaf,Dirt,Soil,Branch,Stone,Dust,Bunch,Water,Stand
R_8kMf8Fybw73BQg9,55,Female,Greece,TRUE,1.5,1.5,1.5,79.490170947143,1,1,1,2,3,Gorilla ,Ocean,Flower,Ladder,Bike ,Coin,Planet,Radio,Eggshell ,Concert 
R_10IsOQXMNONtLuz,13,Male,Australia,FALSE,2,1.5,1.75,75.7426170366151,2,2,2,0,2,house,elephant,mug,tree,calculator,chair,shoe,net,cage,plane
R_1loZ6dJgY2W9p8h,55,Male,Australia,FALSE,0.5,1,0.75,66.3920854528745,2,2,2,1,3,space,atmosphere,water,earth,planet,meteor,proton,quark,singularity,sex
R_1llQswjv7GUubTs,18,Female,Australia,FALSE,1.5,1,1.25,73.8076497756299,0,0,0,0,0,Toilet,Rain,Tree,Bike,Train,Computer,Elephant,Tractor,Drink Bottle,Pen
R_2Emi85PlimdXkMb,55,Female,Australia,FALSE,3,0,1.5,63.1811904765311,1,1,1,2,3,chalk,cheese,water,sand,plant,wood,grass,air,gas,hair
R_1rr9YxTOLRdCveM,65,Male,Australia,FALSE,0,0,0,83.2570531117242,1,1,1,1,2,Cat,Door,Tractor,Shirt,Hoe,Test tube,Exercise bike,Computer,Flag,Helicopter
R_1eK9M10m9V7WgOL,35,Male,Finland,TRUE,1.5,0.5,1,79.0318795790275,1,1,1,1,2,car,toothbrush,mountain,hair,atom,thing,ache,equation,orgasm,scuffle
R_XS0tDH77jJgVJEB,55,Female,Australia,FALSE,1.5,0,0.75,79.9322482021082,0,0,0,1,1,animal,brick,steel,mountain,car,plastic bag,wool,hairspray,apple,boot
R_2w65qIofqaB6tsU,55,Male,Poland,TRUE,0.5,0,0.25,74.4008953372637,1,2,1,1,2,cat,brick,oxygen,sun,fish,tree,bicycle,mobile phone,lightning,comet
R_337kOj0fOIYOjoc,35,Male,Australia,FALSE,1.5,2,1.75,73.2935006419818,2,2,2,1,3,Plate,Leaf,Candle,Frog,Rope,Food,Car,Bin,Arm,Thong
R_1oBgXcf031c49yM,55,Female,Australia,FALSE,1.5,1.5,1.5,82.71726074052,2,2,2,0,2,Possum,Wine,Delight,Key,Spectacles,Shoe,Table,Plant,Window,Carer
R_2OPEm9UdqlUHJV8,70,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1.5,1.5,1.5,77.0031980105809,1,1,0,1,1,scream,whisper,ripple,raging ,zephyr,icicle,liquid,stalk,bulbous,military
R_1oHd3ZH7gh2LCBg,35,Female,Australia,FALSE,0,0,0,79.3274734701429,2,2,2,2,4,Teapot,Turtle,Tree,Castle,Screwdriver,Soap,Saddle,Lettuce,Shirt,Upholstery
R_3QLUar1thVUXhDZ,26,Female,Australia,FALSE,0,0,0,80.1037810521112,1,1,1,2,3,Dinosaur,Umbrella,Tea cup,Rope,Snake,Tyre,Light,Jumper,Fridge,Sink
R_2qjvP8gjg4OC5Or,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1.5,0,0.75,86.582254576275,2,2,2,1,3,crater,speed,red,theatre,manufacture,compete,unseen,macabre,rhyme,with
R_2WvbTlVNpYnVZs2,55,Male,United States of America,FALSE,2.5,1,1.75,79.2109266987869,0,0,0,2,2,moon,dirt,pencil,computer,foot,ocean,uranium,pope,asphalt,carpet
R_2rDsY8WsxYXhBU6,26,Male,Australia,FALSE,1.5,1.5,1.5,82.1615405380726,2,2,2,0,2,Window,Grass,Ladder,Ocean,Sewing machine,Trumpet,Shampoo,Alcohol,Light globe,Tyre
R_AgrNPJiQVsok8HT,65,Male,United Kingdom of Great Britain and Northern Ireland,TRUE,0.5,0.5,0.5,74.420382295336,2,2,2,2,4,Red,Arrow,Train,Umbrella ,Peach,Moon,Cheese,Seashell,Cow,Aeroplane 
R_3dJJMvgnKjPNICU,35,Female,Australia,TRUE,0,0,0,81.5296507662251,1,0,0,2,2,Pen,Cake,Fire,Soap,Lawn mower,Piano,Fork,Chicken,Camera,Bobbin
R_3ekq00a9CL9gO3C,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1.5,0,0.75,82.9234813739147,0,0,0,0,0,Mountain,Jelly,Teapot,Fish,Silence,Nappy,Hope,Book,Jumper,Sand
R_3I3coYRwDXdkEhj,70,Male,Germany,TRUE,0,0,0,69.9287160610159,0,0,0,2,2,Water,Sand,Air,Cornflakes,Bricks,Grease,Steel,Trees,Salt,Wasps
R_3fAzmAligtj4czF,13,Male,Australia,TRUE,1.5,0,0.75,88.8890592824845,2,2,2,1,3,word,fences,ships,potatoes,beakers,chess,cards,accordian,rocket,statue
R_3PNXurNGR1QudPb,55,Female,Australia,TRUE,0,0,0,82.5012403939452,1,1,1,2,3,Shoe,Ticket,Fridge,Moon,Book,Hospital,Ice-cream,Turtle,Birthday,Hope
R_3R1Rxp0No2pslZo,35,Male,Australia,FALSE,1,1.5,1.25,78.4794002771378,1,1,1,2,3,loop,unindentifiable,responsible,platten,common,bubble,health,local,runner,open
R_sSYhyg4YncXLVct,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,0,0,0,72.6182324545724,1,1,1,1,2,Moon,Sea,brick,leaf,water,caterpillar,painting,glass,chair,pen
R_28Bu22zJSMycME3,65,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,1,1,1,86.816487698594,1,1,1,2,3,coffee,house,ruler,dress,spectrometer,dictionary,spoon,car,wineglass,fitbit
R_a3RzWwJUpJ4K0Vz,55,Female,New Zealand,TRUE,0,0,0,78.0199275307712,1,1,1,1,2,Leaf,Metal bar,Coconut,Salt,Spider,Electricity,Cloud,School,Sofa,Snow
R_11YiHAKf1gf8A95,35,Male,New Zealand,TRUE,1.5,1.5,1.5,84.4372773543,2,2,2,1,3,corn,asteroid,witch,licence,pine tree,laser,whale,island,snow flake,rubiks cube
R_VU6rSgjPJeSyAPD,26,Male,Australia,FALSE,1.5,1.5,1.5,84.3722187647862,2,2,2,1,3,dog,ruler,planet,motor,water,donut,abstraction,talisman,torch,alphabet
R_3MujfESVmfqoL43,55,Male,New Zealand,FALSE,3,3,3,74.1311385518029,1,0,0,0,0,fish,spoon,tree,money,knives,carpet,grass,trees,flour,seeds
R_3L7ip31ZSYT26yf,55,Female,Australia,FALSE,1.5,1,1.25,76.346107235267,0,0,0,0,0,animal,country,weather,clothes,workplace,parliament,occupation,library,car,friend
R_2wEVCOjIDDO1WbR,35,Female,Australia,FALSE,1,1.5,1.25,78.1736723369076,1,1,1,1,2,Pencil,Car,Spaghetti,Soup,Donut,Dog,Road,Frisbee,Punk,Ladle
R_2Tv3YDQcwUNJV9m,70,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,3,4.5,3.75,84.793678453813,2,2,2,1,3,Octopus ,Star,Mica,Toe,Nugget,Mustard,Nitrogen,Posterior ,Film,Vacuum 
R_0OkLVAHlCWGwKCl,65,Female,Australia,TRUE,3.5,1.5,2.5,75.80726622116,2,1,1,1,2,Book,Bed,Dress,Clock,Fan,Window,Switch,Garden,Cup,Scissors 
R_2ruT2JJ0Mjdcvxs,26,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,1.5,1.5,1.5,76.8310129997276,1,1,1,2,3,Dog,Bed,Spoon,Television,Carpet,Cereal,Clock ,Cigarettes ,Bag,Door
R_1mW1eUnUgRgsNgM,55,Male,Australia,FALSE,0,1.5,0.75,76.1731865150588,2,2,2,0,2,Bike,Concrete,Jelly,Flame,Clog,Ice,Banana,Starlight,Bug,Diode
R_2Vt1hKKTZjY9d4u,35,Male,Australia,FALSE,0,0.5,0.25,69.5015703638395,2,2,2,1,3,Ice,Fire,Dirt,Sky,Sea,Chair,Dog,House,Car,Man
R_1rewTamQQubNVhz,70,Male,France,FALSE,1.5,0,0.75,78.7482620704742,1,1,1,2,3,pencil,shed,bird feeder,trees,bark,path,knob,paper bag,cable,wine
R_23VpZ9gn25GVW7m,35,Female,Australia,TRUE,0.5,0,0.25,78.56289137687,0,0,0,2,2,Tree,Coal,Snow,Flame,Diamond,Turnip,Scissors,Racecar,Sunlight,Echidna
R_bCTa1DJiwKpgYFP,55,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,0.5,0,0.25,74.4345515434231,NA,NA,NA,1,NA,Golf ball,Bat,Helmet,Rope,Flashlight,Battery,Charger,Dyke,Boat,Wave
R_3eqo8T68m5XT6Xq,70,Female,United Kingdom of Great Britain and Northern Ireland,FALSE,1,1.5,1.25,80.7497629541017,1,1,1,0,1,Town,Baby,Gorilla,Lawn,Building,Hovel,Shoe,Bag,Eye,Picture 
R_1pLqy4dvIR4I7SW,26,Female,Australia,TRUE,1,1,1,84.8035248794726,1,1,1,1,2,house,quarry,raspberry,computer,lace,fingerprint,sticker,llama,script,rain
R_OqeCVIn5rwYWF6p,55,Female,Australia,FALSE,0.5,0,0.25,74.2746723727101,1,1,0,1,1,jar,car,microwave,pool,ocean,fish,seaweed,rock,necklace,mirror
R_3lAcC1BOmkgNwCf,35,Male,Philippines,TRUE,1.5,0.5,1,73.8931494809332,1,1,1,1,2,Cat,Shark ,Snake ,Dinosaur ,Tablecloth ,Mop ,Car,Bicycle ,Pencil ,Shirt 
R_1fafdosv4tFnbqA,55,Female,Australia,TRUE,0,1.5,0.75,84.2408984023634,2,2,2,1,3,table,sandwich,poppy,swing,paw paw,mouse,pencil,toaster,aunt,keys
R_2EHuEIBpcUUtP8c,55,Female,Australia,FALSE,0,0,0,83.8403935943331,1,1,1,1,2,Zoo,Table,Microscope,Ash tree,Combie van,Moon,Ice cream,Scarf,Violin,Volcano
R_2rAhdwTnD5iZhxF,35,Female,Australia,FALSE,1.5,0,0.75,76.2854626136167,1,1,0,2,2,Finger,Road,Chicken ,Star,River,Sky,Ambulance ,School,Tree,Church
R_1f8yNot0mhiQqbE,65,Female,United Kingdom of Great Britain and Northern Ireland,TRUE,0,0,0,74.2518460821538,1,1,1,1,2,thought,pink,forest,ground,plane,compass,toy,pansy,material,thing
R_2eaFvdCU41H41dB,26,Male,India,TRUE,2.5,2.5,2.5,82.2877465525553,0,0,0,1,1,Pencil,Truck,Ball,Ballet,Temple,Sushi,Wicked,Flag,Freight,Animation
R_3fCUheN9gedvldN,55,Female,Australia,FALSE,0,0,0,76.6941613207261,0,0,0,1,1,Floor coverings ,Dog bed ,Coffee table ,Underwear,Suitcase,Glass ,Garden,Sun,Wood ,Button
R_p46lScarzaBp2o1,18,Male,Australia,FALSE,0,0.5,0.25,76.0962705881823,1,1,1,0,1,Ball,Leaves,Asphalt ,Water,Pants,Pencil,Dice,Bear,Photo,Jars
R_2ZKMMZSLDoprpFq,55,Female,Australia,FALSE,1,1,1,70.6412803204287,1,1,1,2,3,Frog,Pillow,Rug,Tree,Garage,Street,Grass,Saucepan ,Moisturiser,Bird
R_WrJMdxXuMuoh4Wd,35,Male,Australia,FALSE,0,0,0,78.1186499765941,0,0,0,2,2,Guitar,Door,Ball,Tyre,Apple,Cork,Mirror,Rake,Gong,Plane
R_29nx29B8mhiHYy0,35,Female,Australia,FALSE,2,2,2,57.955487711089,2,1,1,1,2,Pond,Grass,Tree,Concrete,Water,Sand,Potato ,Leaf,Clock,Tap
R_1ihrXafi5qTotdi,70,Female,Australia,FALSE,0,0,0,80.2625319964829,2,2,2,0,2,Cat,ladder,star, volcano,diamond ring,cells,shadow,campervan,clouds,glowstick
R_6leofobmQgjpISR,26,Female,Australia,FALSE,1,1,1,74.3620300222011,2,2,2,0,2,watermelon ,hat,cloud,grass,bed,cat,ocean,chips,microwave,laugh
R_Wch375Z7WTpAPct,35,Male,United Kingdom of Great Britain and Northern Ireland,FALSE,1,1,1,72.1043825859115,1,1,1,0,1,Horse,Board,Church,Tree,Mountain,Wind,Car,Ruler,Pliers,Trowel
